"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order","Family"
"1815","ASV2196","SRR2923755",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"1895","ASV221","SRR2923749",6,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1951","ASV226","SRR2923383",6,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"1985","ASV226","SRR2923355",6,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"2030","ASV235","SRR2923799",6,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2063","ASV235","SRR2923805",6,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2343","ASV2736","SRR2923805",6,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae"
"2494","ASV28","SRR2923765",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2876","ASV30","SRR2923797",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"2892","ASV30","SRR2923355",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3253","ASV334","SRR2923750",6,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3504","ASV378","SRR2923373",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3513","ASV378","SRR2923368",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3920","ASV51","SRR2923768",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3928","ASV51","SRR2923755",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3941","ASV51","SRR2923327",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3960","ASV51","SRR2923363",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3975","ASV51","SRR2923349",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"4027","ASV821","SRR2923805",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4104","ASV9","SRR2923371",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"4150","ASV92","SRR2923791",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"147","ASV1001","SRR2923349",5,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"263","ASV1182","SRR2923759",5,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"300","ASV1182","SRR2923771",5,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"317","ASV1229","SRR2923768",5,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"336","ASV1229","SRR2923759",5,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"428","ASV1251","SRR2923369",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010"
"470","ASV133","SRR2923361",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"509","ASV133","SRR2923796",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"1299","ASV1833","SRR2923763",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or","Hungateiclostridiaceae"
"1343","ASV1833","SRR2923797",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or","Hungateiclostridiaceae"
"1830","ASV2196","SRR2923789",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"1913","ASV221","SRR2923359",5,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"2088","ASV235","SRR2923351",5,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2261","ASV26","SRR2923796",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2291","ASV26","SRR2923774",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2474","ASV2748","SRR2923349",5,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae"
"2587","ASV2800","SRR2923757",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae"
"2655","ASV2811","SRR2923768",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa"
"3226","ASV334","SRR2923794",5,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3295","ASV334","SRR2923365",5,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3314","ASV34","SRR2923802",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3469","ASV378","SRR2923749",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3522","ASV378","SRR2923387",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3903","ASV51","SRR2923799",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3970","ASV51","SRR2923754",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3976","ASV821","SRR2923351",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"3997","ASV821","SRR2923772",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4019","ASV821","SRR2923789",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4076","ASV9","SRR2923791",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"4142","ASV92","SRR2923773",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"4147","ASV92","SRR2923369",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"126","ASV1001","SRR2923808",4,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"139","ASV1001","SRR2923327",4,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"294","ASV1182","SRR2923747",4,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"361","ASV1229","SRR2923375",4,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"486","ASV133","SRR2923395",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"705","ASV1432","SRR2923809",4,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae"
"751","ASV1530","SRR2923772",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"1155","ASV164","SRR2923385",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1680","ASV2037","SRR2923789",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae"
"1812","ASV2196","SRR2923774",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"1920","ASV221","SRR2923395",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1922","ASV221","SRR2923383",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1998","ASV226","SRR2923327",4,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"2031","ASV235","SRR2923802",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2064","ASV235","SRR2923360",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2069","ASV235","SRR2923808",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2084","ASV235","SRR2923368",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2236","ASV2568","SRR2923759",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae"
"2269","ASV26","SRR2923395",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2304","ASV26","SRR2923360",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2478","ASV28","SRR2923763",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2529","ASV28","SRR2923363",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2561","ASV2800","SRR2923772",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae"
"2563","ASV2800","SRR2923751",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae"
"2755","ASV2861","SRR2923358",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2786","ASV2958","SRR2923806",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Anaerofustaceae"
"3455","ASV378","SRR2923765",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3470","ASV378","SRR2923809",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3478","ASV378","SRR2923398",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3481","ASV378","SRR2923360",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3517","ASV378","SRR2923376",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3918","ASV51","SRR2923757",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3956","ASV51","SRR2923353",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"4007","ASV821","SRR2923749",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4044","ASV821","SRR2923395",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"72","ASV1","SRR2923363",3,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"120","ASV1001","SRR2923375",3,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"145","ASV1001","SRR2923363",3,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"273","ASV1182","SRR2923748",3,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"284","ASV1182","SRR2923366",3,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"391","ASV1251","SRR2923773",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010"
"849","ASV1570","SRR2923353",3,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"916","ASV16","SRR2923761",3,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"1089","ASV1638","SRR2923399",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1196","ASV164","SRR2923359",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1866","ASV2196","SRR2923359",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"1911","ASV221","SRR2923803",3,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"2058","ASV235","SRR2923791",3,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2287","ASV26","SRR2923398",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2307","ASV26","SRR2923369",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2531","ASV28","SRR2923364",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2714","ASV2861","SRR2923761",3,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2735","ASV2861","SRR2923789",3,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2846","ASV2958","SRR2923368",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Anaerofustaceae"
"3000","ASV3000","SRR2923380",3,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae"
"3311","ASV34","SRR2923800",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3437","ASV345","SRR2923368",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"3702","ASV455","SRR2923355",3,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"3922","ASV51","SRR2923398",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3935","ASV51","SRR2923772",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3947","ASV51","SRR2923397",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3950","ASV51","SRR2923359",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"4005","ASV821","SRR2923354",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4036","ASV821","SRR2923385",3,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"88","ASV1001","SRR2923802",2,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"94","ASV1001","SRR2923365",2,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"228","ASV1182","SRR2923805",2,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"373","ASV1229","SRR2923799",2,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"375","ASV1229","SRR2923806",2,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"508","ASV133","SRR2923376",2,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"893","ASV1570","SRR2923368",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"974","ASV16","SRR2923397",2,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"1013","ASV1636","SRR2923362",2,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1123","ASV1638","SRR2923378",2,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1214","ASV1689","SRR2923773",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1278","ASV1833","SRR2923754",2,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or","Hungateiclostridiaceae"
"1280","ASV1833","SRR2923748",2,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or","Hungateiclostridiaceae"
"1673","ASV2037","SRR2923811",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae"
"1926","ASV221","SRR2923773",2,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1993","ASV226","SRR2923364",2,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"2072","ASV235","SRR2923357",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2095","ASV235","SRR2923365",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
