"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order"
"218","ASV1229","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales"
"219","ASV1229","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales"
"221","ASV1229","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales"
"222","ASV1229","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales"
"225","ASV1229","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales"
"226","ASV133","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"230","ASV133","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"233","ASV133","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"238","ASV133","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"240","ASV133","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"242","ASV133","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"246","ASV133","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"265","ASV133","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"266","ASV133","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"270","ASV133","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"282","ASV133","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"286","ASV133","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"289","ASV133","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"292","ASV133","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"293","ASV133","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"295","ASV133","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"301","ASV1362","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"302","ASV1362","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"303","ASV1362","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"304","ASV1362","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"305","ASV1362","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"306","ASV1362","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"307","ASV1362","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"308","ASV1362","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"309","ASV1362","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"310","ASV1362","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"311","ASV1362","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"312","ASV1362","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"313","ASV1362","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"314","ASV1362","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"315","ASV1362","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"316","ASV1362","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"318","ASV1362","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"319","ASV1362","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"320","ASV1362","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"321","ASV1362","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"323","ASV1362","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"324","ASV1362","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"325","ASV1362","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"326","ASV1362","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"327","ASV1362","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"328","ASV1362","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"329","ASV1362","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"330","ASV1362","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"331","ASV1362","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"332","ASV1362","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"333","ASV1362","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"334","ASV1362","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"335","ASV1362","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"336","ASV1362","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"337","ASV1362","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"338","ASV1362","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"339","ASV1362","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"340","ASV1362","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"341","ASV1362","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"342","ASV1362","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"343","ASV1362","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"344","ASV1362","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"345","ASV1362","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"346","ASV1362","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"348","ASV1362","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"350","ASV1362","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"351","ASV1362","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"352","ASV1362","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"353","ASV1362","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"354","ASV1362","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"355","ASV1362","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"356","ASV1362","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"357","ASV1362","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"358","ASV1362","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"359","ASV1362","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"360","ASV1362","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"361","ASV1362","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"362","ASV1362","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"363","ASV1362","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"364","ASV1362","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"365","ASV1362","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"366","ASV1362","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"367","ASV1362","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"368","ASV1362","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"369","ASV1362","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"370","ASV1362","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"371","ASV1362","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"373","ASV1362","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"374","ASV1362","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"375","ASV1362","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Izemoplasmatales"
"381","ASV14","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"392","ASV14","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"406","ASV14","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"447","ASV14","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"449","ASV14","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"452","ASV1432","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"453","ASV1432","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"454","ASV1432","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"455","ASV1432","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"456","ASV1432","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"457","ASV1432","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"458","ASV1432","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
"459","ASV1432","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales"
