"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class"
"535","ASV2","SRR2923751",9959,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"572","ASV2","SRR2923774",9638,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"547","ASV2","SRR2923750",9400,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"533","ASV2","SRR2923811",8495,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"548","ASV2","SRR2923356",7858,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"585","ASV2","SRR2923395",7820,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"544","ASV2","SRR2923768",7763,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"556","ASV2","SRR2923749",7687,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"546","ASV2","SRR2923763",7625,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"582","ASV2","SRR2923358",7473,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"559","ASV2","SRR2923755",7119,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"573","ASV2","SRR2923363",7021,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"576","ASV2","SRR2923787",6990,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"587","ASV2","SRR2923375",6661,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"577","ASV2","SRR2923806",6615,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"538","ASV2","SRR2923772",6463,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"532","ASV2","SRR2923400",6394,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"557","ASV2","SRR2923761",6263,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"543","ASV2","SRR2923380",6247,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"545","ASV2","SRR2923799",6043,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"530","ASV2","SRR2923387",5683,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"584","ASV2","SRR2923366",5657,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"571","ASV2","SRR2923350",5429,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"552","ASV2","SRR2923752",5324,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"598","ASV2","SRR2923794",5287,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"578","ASV2","SRR2923353",5168,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"529","ASV2","SRR2923399",5126,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"551","ASV2","SRR2923391",5042,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"569","ASV2","SRR2923754",5016,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"581","ASV2","SRR2923808",5004,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"6","ASV1","SRR2923813",4975,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"592","ASV2","SRR2923803",4920,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"580","ASV2","SRR2923789",4903,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"11","ASV1","SRR2923373",4717,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"541","ASV2","SRR2923796",4717,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"562","ASV2","SRR2923800",4646,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"566","ASV2","SRR2923748",4581,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"591","ASV2","SRR2923369",4546,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"583","ASV2","SRR2923373",4538,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"534","ASV2","SRR2923390",4444,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"558","ASV2","SRR2923797",4358,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"560","ASV2","SRR2923805",4284,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"537","ASV2","SRR2923813",4227,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"22","ASV1","SRR2923378",4222,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"599","ASV2","SRR2923349",4007,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"540","ASV2","SRR2923759",3927,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"56","ASV1","SRR2923382",3914,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"594","ASV2","SRR2923354",3858,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"30","ASV1","SRR2923771",3848,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"531","ASV2","SRR2923398",3840,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"4","ASV1","SRR2923751",3816,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"549","ASV2","SRR2923747",3776,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"32","ASV1","SRR2923757",3773,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"589","ASV2","SRR2923397",3712,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"527","ASV2","SRR2923383",3667,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"35","ASV1","SRR2923349",3654,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"526","ASV2","SRR2923382",3633,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"565","ASV2","SRR2923357",3537,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"567","ASV2","SRR2923365",3524,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"550","ASV2","SRR2923765",3500,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"3","ASV1","SRR2923390",3464,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"561","ASV2","SRR2923771",3374,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"586","ASV2","SRR2923359",3354,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"539","ASV2","SRR2923378",3348,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"23","ASV1","SRR2923354",3313,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1175","ASV9","SRR2923393",3154,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"596","ASV2","SRR2923348",3087,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"588","ASV2","SRR2923792",3083,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"58","ASV1","SRR2923747",3071,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"570","ASV2","SRR2923362",3054,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"7","ASV1","SRR2923398",3033,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1200","ASV9","SRR2923792",3011,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"71","ASV1","SRR2923364",2971,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1184","ASV9","SRR2923787",2896,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"10","ASV1","SRR2923358",2719,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"528","ASV2","SRR2923385",2707,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"595","ASV2","SRR2923327",2663,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"31","ASV1","SRR2923800",2657,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"542","ASV2","SRR2923809",2626,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"579","ASV2","SRR2923802",2531,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"18","ASV1","SRR2923348",2499,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1153","ASV9","SRR2923363",2482,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"54","ASV1","SRR2923395",2480,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"19","ASV1","SRR2923765",2470,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"12","ASV1","SRR2923809",2467,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"65","ASV1","SRR2923351",2461,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"536","ASV2","SRR2923360",2392,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"62","ASV1","SRR2923796",2384,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"555","ASV2","SRR2923773",2338,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"67","ASV1","SRR2923366",2297,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"590","ASV2","SRR2923364",2283,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"41","ASV1","SRR2923400",2252,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"554","ASV2","SRR2923766",2240,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"563","ASV2","SRR2923757",2222,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"600","ASV2","SRR2923371",2188,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"68","ASV1","SRR2923792",2019,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"38","ASV1","SRR2923754",2015,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"47","ASV1","SRR2923772",2010,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"63","ASV1","SRR2923365",1975,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"593","ASV2","SRR2923791",1939,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"597","ASV2","SRR2923355",1897,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"9","ASV1","SRR2923385",1746,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"72","ASV1","SRR2923371",1714,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"553","ASV2","SRR2923361",1711,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"16","ASV1","SRR2923356",1657,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"14","ASV1","SRR2923799",1636,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1180","ASV9","SRR2923774",1629,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"40","ASV1","SRR2923355",1624,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"564","ASV2","SRR2923376",1620,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"262","ASV14","SRR2923787",1567,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"33","ASV1","SRR2923357",1556,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1127","ASV9","SRR2923803",1518,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1132","ASV9","SRR2923378",1480,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"229","ASV14","SRR2923399",1476,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"575","ASV2","SRR2923351",1476,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"52","ASV1","SRR2923350",1471,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"574","ASV2","SRR2923368",1438,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"66","ASV1","SRR2923797",1371,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1135","ASV9","SRR2923761",1341,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1194","ASV9","SRR2923750",1310,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1195","ASV9","SRR2923811",1287,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"265","ASV14","SRR2923353",1280,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1181","ASV9","SRR2923368",1238,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"281","ASV14","SRR2923808",1215,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"42","ASV1","SRR2923805",1155,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"8","ASV1","SRR2923802",1149,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1170","ASV9","SRR2923364",1110,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"34","ASV1","SRR2923789",1101,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1189","ASV9","SRR2923789",1088,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1171","ASV9","SRR2923794",1064,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1174","ASV9","SRR2923808",1055,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"49","ASV1","SRR2923759",1016,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"13","ASV1","SRR2923768",987,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1154","ASV9","SRR2923351",971,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"256","ASV14","SRR2923749",969,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1197","ASV9","SRR2923813",960,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"53","ASV1","SRR2923761",917,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1165","ASV9","SRR2923395",904,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"73","ASV1","SRR2923748",864,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"227","ASV14","SRR2923391",857,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"75","ASV1","SRR2923749",846,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1158","ASV9","SRR2923391",812,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1151","ASV9","SRR2923768",802,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"25","ASV1","SRR2923803",798,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"43","ASV1","SRR2923368",789,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1182","ASV9","SRR2923356",773,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1137","ASV9","SRR2923755",760,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1199","ASV9","SRR2923366",700,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"243","ASV14","SRR2923761",693,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1144","ASV9","SRR2923353",680,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1169","ASV9","SRR2923397",679,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"50","ASV1","SRR2923808",672,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"44","ASV1","SRR2923360",665,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1176","ASV9","SRR2923773",662,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"21","ASV1","SRR2923752",649,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1","ASV1","SRR2923327",633,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"725","ASV221","SRR2923382",633,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"272","ASV14","SRR2923380",618,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1157","ASV9","SRR2923806",606,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1131","ASV9","SRR2923752",593,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"244","ASV14","SRR2923395",590,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1260","ASV92","SRR2923378",589,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1196","ASV9","SRR2923747",586,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"20","ASV1","SRR2923391",585,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1177","ASV9","SRR2923362",537,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1168","ASV9","SRR2923771",535,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1156","ASV9","SRR2923348",520,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"48","ASV1","SRR2923361",516,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"64","ASV1","SRR2923773",512,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1139","ASV9","SRR2923382",509,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"290","ASV14","SRR2923356",507,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"61","ASV1","SRR2923362",503,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"259","ASV14","SRR2923763",499,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1164","ASV9","SRR2923387",499,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"298","ASV14","SRR2923375",498,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1130","ASV9","SRR2923759",489,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"24","ASV1","SRR2923399",483,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1129","ASV9","SRR2923757",480,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1207","ASV92","SRR2923813",476,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"74","ASV1","SRR2923774",466,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1185","ASV9","SRR2923371",425,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"251","ASV14","SRR2923813",423,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"690","ASV221","SRR2923393",423,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"239","ASV14","SRR2923759",421,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"26","ASV1","SRR2923387",411,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"288","ASV14","SRR2923363",394,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1163","ASV9","SRR2923358",389,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"27","ASV1","SRR2923359",386,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"699","ASV221","SRR2923757",375,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"5","ASV1","SRR2923376",374,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1162","ASV9","SRR2923399",363,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1140","ASV9","SRR2923805",356,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"286","ASV14","SRR2923387",344,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"252","ASV14","SRR2923748",343,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"266","ASV14","SRR2923369",343,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"57","ASV1","SRR2923750",342,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1275","ASV92","SRR2923366",339,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"51","ASV1","SRR2923791",337,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1248","ASV92","SRR2923796",324,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"280","ASV14","SRR2923383",319,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1211","ASV92","SRR2923808",318,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1267","ASV92","SRR2923358",318,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1193","ASV9","SRR2923791",307,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"268","ASV14","SRR2923378",301,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1161","ASV9","SRR2923354",290,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"248","ASV14","SRR2923397",273,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1252","ASV92","SRR2923373",264,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1237","ASV92","SRR2923354",260,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1146","ASV9","SRR2923799",256,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"282","ASV14","SRR2923385",251,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"677","ASV221","SRR2923399",249,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1198","ASV9","SRR2923748",241,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"279","ASV14","SRR2923789",233,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1178","ASV9","SRR2923355",230,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"274","ASV14","SRR2923811",223,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1136","ASV9","SRR2923380",222,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1155","ASV9","SRR2923800",221,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1187","ASV9","SRR2923365",221,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1235","ASV92","SRR2923349",219,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1245","ASV92","SRR2923390",219,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1167","ASV9","SRR2923359",218,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1143","ASV9","SRR2923376",217,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"242","ASV14","SRR2923752",211,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1141","ASV9","SRR2923390",210,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1172","ASV9","SRR2923369",207,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1210","ASV92","SRR2923399",200,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1243","ASV92","SRR2923787",198,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1134","ASV9","SRR2923763",195,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1190","ASV9","SRR2923749",193,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"295","ASV14","SRR2923362",190,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"28","ASV1","SRR2923375",187,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"270","ASV14","SRR2923803",186,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1159","ASV9","SRR2923772",186,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"232","ASV14","SRR2923400",184,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1133","ASV9","SRR2923765",184,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"267","ASV14","SRR2923766",182,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"745","ASV221","SRR2923371",181,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"271","ASV14","SRR2923797",178,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1264","ASV92","SRR2923387",177,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1274","ASV92","SRR2923382",177,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"716","ASV221","SRR2923813",176,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"245","ASV14","SRR2923774",174,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
