Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Prevotellaceae,0.0,-0.676,0.187,0.242,0.6722666666666667,1369.0357333905188,0.3774378520835241
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae,-0.6156409145181186,-0.816,-0.386,0.114,1.0,9761.691875160208,-0.5107442422601116
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Bacteroidaceae,0.0,-0.317,0.166,0.078,0.31593333333333334,7584.499671858891,0.3774378520835238
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Aeromonadales*Succinivibrionaceae,-0.486485437526416,-1.262,0.231,0.408,0.7389333333333333,19.247409673052232,-0.32441227610053364
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Ruminococcaceae,-0.426237290273319,-0.698,-0.176,0.142,0.9957333333333334,4849.4696939209025,-0.23749257283574282
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Pasteurellales*Pasteurellaceae,0.0,-0.461,0.373,0.142,0.43,254.13406094228768,0.3774378520835241
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Verrucomicrobiota*Verrucomicrobiae*Verrucomicrobiales*Akkermansiaceae,0.0,-0.604,0.271,0.173,0.4774,261.35037153754007,0.3774378520835241
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Fusobacteriota*Fusobacteriia*Fusobacteriales*Fusobacteriaceae,0.4839962237092553,-0.193,1.149,0.39,0.7272,63.870535418245034,1.0756968038378525
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Enterobacterales*Enterobacteriaceae,0.0,-0.339,0.473,0.156,0.4992,341.3341558915712,0.3774378520835241
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Oscillospiraceae,-0.3369271953528732,-0.657,0.004,0.208,0.7962666666666667,2044.5535494468045,-0.10864534179269347
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Tannerellaceae,0.0,-0.359,0.342,0.116,0.406,1347.305467361533,0.3774378520835241
