Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia,-0.6061504713711134,-0.813,-0.349,0.137,1.0,14507.307600604863,-0.45525227748590147
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria,0.0,0.0,0.0,0.0,0.0,2742.316404366834,0.41923800159371166
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia,0.0,-0.223,0.281,0.053,0.17186666666666667,5268.801757997168,0.41923800159371144
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes,0.0,-0.196,0.262,0.09,0.2687333333333333,2427.356891243294,0.41923800159371144
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Actinobacteria,0.0,-0.463,0.137,0.116,0.3028,1955.807137520586,0.4192380015937112
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli,0.0,-0.265,0.259,0.053,0.1528,3123.027757349671,0.41923800159371144
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Coriobacteriia,-0.45609396171437094,-0.786,-0.111,0.227,0.8594666666666667,1085.1399931210492,-0.23876649515101225
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Alphaproteobacteria,0.0,-0.301,0.915,0.218,0.37206666666666666,150.74026332318724,0.41923800159371144
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Cyanobacteria*Cyanobacteriia,0.8488829639542985,0.195,1.414,0.395,0.9407333333333333,323.57832730958654,1.643917243985702
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Fusobacteriota*Fusobacteriia,1.125293534135264,0.238,1.875,0.481,0.9562,273.376995760191,2.0426934028350723
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Verrucomicrobiota*Verrucomicrobiae,0.0,-0.484,0.571,0.14,0.2484,204.08942288710253,0.4192380015937112
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Desulfobacterota*Desulfovibrionia,0.0,-0.371,0.346,0.094,0.26166666666666666,538.3765623178186,0.41923800159371144
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Patescibacteria*Saccharimonadia,0.0,-0.174,0.694,0.187,0.38653333333333334,463.3850015072488,0.41923800159371166
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Chloroflexi*Anaerolineae,1.1922979730883223,-0.008,2.331,0.718,0.8609333333333333,80.46772870306346,2.139360374630197
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Acidobacteriota*Acidobacteriae,0.999778734323802,-0.131,2.406,0.752,0.7364,67.37924141524681,1.8616138235889048
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Acidimicrobiia,1.251656555339054,-0.022,2.4,0.793,0.7688,91.58017339717983,2.224996706877527
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Thermoleophilia,0.0,-0.2,2.306,0.756,0.625,28.805266796010894,0.4192380015937112
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Acidobacteriota*Vicinamibacteria,1.3284981446142812,-0.009,2.767,0.837,0.8210666666666666,61.31695467267241,2.335855686658924
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Campilobacterota*Campylobacteria,1.0566440472825045,-0.035,1.971,0.627,0.8284,105.55184906980533,1.9436531285930239
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Synergistota*Synergistia,0.0,-0.703,1.417,0.369,0.34126666666666666,36.58207057150489,0.41923800159371144
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Planctomycetota*Planctomycetes,1.5281947274357008,-0.104,2.999,0.995,0.8240666666666666,58.19229587651488,2.6239569563778584
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Chloroflexi*Chloroflexia,0.9561281496236317,-0.428,2.437,0.778,0.6864666666666667,35.7548668274286,1.7986393415100652
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Chloroflexi*Ktedonobacteria,0.8438858703074936,-0.374,2.356,0.767,0.7128666666666666,40.02259283714725,1.6367079617626
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Halanaerobiaeota*Halanaerobiia,1.3425944987870606,-0.012,2.848,0.869,0.9025333333333333,51.6842319692131,2.356192426918607
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Chloroflexi*KD4-96,0.0,-0.698,2.53,0.872,0.5657333333333333,9.959812491690693,0.4192380015937112
