Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Prevotellaceae*Prevotella,0.0,-0.048,0.791,0.26,0.66,252.94052385585354,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Bacteroidaceae*Bacteroides,0.0,-0.351,0.108,0.06,0.16593333333333332,2287.361794266252,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes*Veillonellales-Selenomonadales*Selenomonadaceae*Megamonas,0.0,-0.293,0.595,0.143,0.345,174.88950552654956,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Prevotellaceae*Prevotellaceae_NK3B31_group,1.0160957119766298,-0.012,1.897,0.61,0.7854,51.43146216062296,1.8877594971879232
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Enterobacterales*Enterobacteriaceae*Escherichia/Shigella,0.0,-0.25,0.327,0.072,0.23,968.8931887793962,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Actinobacteria*Bifidobacteriales*Bifidobacteriaceae*Bifidobacterium,0.0,-0.601,0.027,0.195,0.6188,1207.315256962612,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Enterobacterales*Enterobacteriaceae*Cronobacter,0.0,-1.314,0.802,0.421,0.4792,13.398655652950332,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Lactobacillales*Enterococcaceae*Enterococcus,0.0,-0.075,0.954,0.295,0.5756666666666667,138.95558886603618,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Lactobacillales*Streptococcaceae*Streptococcus,0.0,-0.074,0.557,0.154,0.3984666666666667,653.3770519171242,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Blautia,-0.5856237055475831,-0.831,-0.354,0.126,1.0,2170.104651717922,-0.4230331633698177
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Lachnoclostridium,0.0,-0.092,0.52,0.131,0.3306,881.0852422666018,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Enterobacterales*Enterobacteriaceae*Enterobacter,0.0,-0.2,0.894,0.281,0.5409333333333334,106.92785743819253,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Agathobacter,-0.8328854683356088,-1.125,-0.553,0.152,1.0,1116.8515718582194,-0.7797564823455649
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Peptostreptococcales-Tissierellales*Peptostreptococcaceae*Romboutsia,0.0,-0.658,0.011,0.216,0.6466666666666666,906.1042607543789,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Ruminococcaceae*Faecalibacterium,-0.9630047183710575,-1.227,-0.703,0.139,1.0,1363.9629279970843,-0.9674788790958978
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Ruminococcaceae*Subdoligranulum,-0.7600001991146327,-1.061,-0.441,0.165,1.0,693.7794942580044,-0.6746052658866061
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes*Veillonellales-Selenomonadales*Veillonellaceae*Dialister,0.0,-0.455,0.37,0.117,0.31293333333333334,210.85155973169773,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Coriobacteriia*Coriobacteriales*Coriobacteriaceae*Collinsella,-0.32422518737549333,-0.693,0.052,0.227,0.7244,311.97691358188007,-0.045914817507219666
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Enterobacterales*Enterobacteriaceae*Klebsiella,0.0,-0.272,0.588,0.156,0.3920666666666667,201.5735601440845,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Dorea,-0.531017350616883,-0.818,-0.215,0.16,0.9999333333333333,926.243377604939,-0.3442528459102738
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Ruminococcaceae*Ruminococcus,-0.7332916183173068,-1.093,-0.389,0.188,1.0,450.72741669106136,-0.6360729288211221
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Clostridiales*Clostridiaceae*Clostridium_sensu_stricto_1,0.0,-0.522,0.191,0.134,0.3662,467.3854899850729,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Erysipelotrichales*Erysipelatoclostridiaceae*Erysipelotrichaceae_UCG-003,-0.5566860316844482,-0.899,-0.192,0.197,0.9872,412.183379349705,-0.381284924792611
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes*Veillonellales-Selenomonadales*Veillonellaceae*Veillonella,0.6061094593371066,0.126,1.087,0.27,0.9686666666666667,264.87654164743986,1.2962743636722336
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Roseburia,-0.7855910587122347,-1.111,-0.438,0.18,1.0,432.0595036999966,-0.7115250721201521
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Oscillospiraceae*UCG-002,-0.6589632665124828,-1.063,-0.262,0.23,0.9809333333333333,209.80764001505588,-0.5288397842748519
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Peptostreptococcales-Tissierellales*Peptostreptococcaceae*Terrisporobacter,0.0,-0.159,0.812,0.236,0.45493333333333336,129.69095843464913,0.4218432524506997
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Fusicatenibacter,-0.7324566078278627,-1.05,-0.415,0.17,0.9998666666666667,571.7476768624531,-0.6348682633289104
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Lactobacillales*Lactobacillaceae*Lactobacillus,0.0,-0.283,0.572,0.142,0.319,219.6761414640178,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Enterobacterales*Enterobacteriaceae*Citrobacter,0.0,-0.729,0.561,0.233,0.4608,68.86543461858187,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes*Veillonellales-Selenomonadales*Veillonellaceae*Megasphaera,0.0,-0.44,0.636,0.179,0.4066,71.7475980566741,0.4218432524506997
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Erysipelotrichales*Erysipelatoclostridiaceae*Catenibacterium,0.0,-0.765,0.796,0.315,0.5765333333333333,20.514960029088783,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Pasteurellales*Pasteurellaceae*Haemophilus,0.0,-0.417,0.525,0.141,0.33213333333333334,142.61581087245327,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Anaerostipes,-0.5284172298661668,-0.844,-0.2,0.181,0.9874666666666667,609.5598550646419,-0.34050166459750275
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Burkholderiales*Sutterellaceae*Parasutterella,0.0,0.0,0.0,0.0,0.0,210.2199529364007,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Prevotellaceae*Prevotellaceae_Ga6A1_group,0.0,-0.317,1.487,0.467,0.6233333333333333,14.941676329359819,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Barnesiellaceae*Barnesiella,-0.4437816318029966,-0.969,0.03,0.302,0.7418,112.09791671218012,-0.2183983069890956
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Rikenellaceae*Alistipes,-0.45421028624224763,-0.796,0.016,0.265,0.7883333333333333,280.0432600111297,-0.23344367503174798
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Prevotellaceae*Paraprevotella,0.0,-0.734,0.189,0.21,0.45553333333333335,135.7960839094008,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes*Acidaminococcales*Acidaminococcaceae*Phascolarctobacterium,0.0,-0.325,0.379,0.103,0.3052666666666667,377.34292052248327,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Lachnospiraceae_NK4A136_group,-0.4066455366914552,-0.754,0.01,0.252,0.7615333333333333,290.47248065065446,-0.16482224673369383
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Prevotellaceae*Prevotellaceae_UCG-001,0.0,-0.165,1.721,0.516,0.5445333333333333,20.741870307935056,0.4218432524506997
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia*Bacteroidales*Tannerellaceae*Parabacteroides,0.0,-0.525,0.186,0.147,0.4096,480.1768038895012,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Erysipelotrichales*Erysipelotrichaceae*Turicibacter,0.0,-0.227,0.493,0.097,0.222,229.32824866885207,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Coprococcus,-0.7025682565175819,-1.05,-0.328,0.19,0.9998666666666667,392.9121779023709,-0.5917484871132214
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Peptostreptococcales-Tissierellales*Peptostreptococcaceae*Peptoclostridium,0.0,-1.123,1.295,0.477,0.5542666666666667,1.7439530033745254,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Erysipelotrichales*Erysipelotrichaceae*Holdemanella,0.0,-0.993,0.183,0.312,0.5676,65.83518208070626,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Tyzzerella,0.0,-0.391,0.483,0.15,0.42733333333333334,148.73324174144457,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Christensenellales*Christensenellaceae*Christensenellaceae_R-7_group,-0.46693155028655087,-0.891,0.021,0.287,0.8295333333333333,159.84791424683985,-0.2517965795823035
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria*Pseudomonadales*Moraxellaceae*Psychrobacter,0.0,-0.319,1.208,0.302,0.40813333333333335,28.535655557170884,0.4218432524506994
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Ruminococcaceae*UBA1819,-0.34945397634127906,-0.816,0.078,0.262,0.7244666666666667,118.94966270908157,-0.08231226623579295
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Lactobacillales*Leuconostocaceae*Weissella,0.0,-0.631,0.309,0.178,0.4196666666666667,120.92304814214607,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*Lachnospira,0.0,-0.489,0.146,0.106,0.2564,331.67460322219887,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Monoglobales*Monoglobaceae*Monoglobus,-0.5976540133031502,-0.961,-0.231,0.202,0.9902666666666666,319.73750561485707,-0.4403892287091417
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Butyricicoccaceae*Butyricicoccus,-0.5445161092232976,-0.886,-0.209,0.242,0.8873333333333333,426.5110470740929,-0.3637274380099053
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes*Acidaminococcales*Acidaminococcaceae*Acidaminococcus,0.0,-1.11,0.594,0.336,0.5002,12.593167154214697,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Erysipelotrichales*Erysipelatoclostridiaceae*Erysipelatoclostridium,0.5902570727031277,-0.018,1.062,0.361,0.7498,182.43819355683817,1.2734042040891382
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Lachnospirales*Lachnospiraceae*CAG-56,-0.5152324845599566,-0.889,0.002,0.289,0.8161333333333334,144.7375196870508,-0.32148009792884963
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Fusobacteriota*Fusobacteriia*Fusobacteriales*Fusobacteriaceae*Fusobacterium,0.8874964036777518,0.199,1.608,0.415,0.936,107.62476521063614,1.7022299128433813
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Peptostreptococcales-Tissierellales*Peptostreptococcaceae*Intestinibacter,0.0,-0.503,0.225,0.134,0.4080666666666667,331.34309440101305,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Verrucomicrobiota*Verrucomicrobiae*Verrucomicrobiales*Akkermansiaceae*Akkermansia,0.0,-0.513,0.573,0.152,0.2996666666666667,94.3635029892121,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Bacillales*Bacillaceae*Bacillus,0.7579604072911991,-0.006,1.574,0.492,0.7706,55.043004780753904,1.515348973239891
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Desulfobacterota*Desulfovibrionia*Desulfovibrionales*Desulfovibrionaceae*Desulfovibrio,0.0,-0.237,0.901,0.247,0.41713333333333336,85.4690547360372,0.4218432524506992
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli*Lactobacillales*Lactobacillaceae*Pediococcus,0.7896778992825338,-0.075,1.589,0.52,0.7272666666666666,54.20820478575862,1.5611076416452252
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia*Oscillospirales*Oscillospiraceae*NK4A214_group,0.0,-0.802,0.1,0.242,0.4484,183.12232598176197,0.4218432524506994
