Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Clostridia,1.4455681672558582,-0.792,-0.543,12.122,1.0,28199.81435395774,0.7208993527584903
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Gammaproteobacteria,0.0,0.0,0.0,0.0,0.0,493.9836929674321,-1.364614673408483
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Bacteroidota*Bacteroidia,0.0,-0.112,0.168,0.049,0.3982,1243.2727626996204,-1.3646146734084834
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Negativicutes,0.0,-0.285,0.335,0.672,0.47873333333333334,426.87981352540385,-1.3646146734084834
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Actinobacteria,-0.8040545673575663,-0.432,0.064,3.076,0.853,140.95602172940923,-2.5246202103393656
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Firmicutes*Bacilli,0.0,-7.459,0.137,1.262,0.3645333333333333,590.8147440697074,-1.3646146734084834
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Actinobacteriota*Coriobacteriia,-1.6059540672563006,-0.668,-0.109,7.0,0.9996666666666667,46.08780766454516,-3.6815166421346093
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Proteobacteria*Alphaproteobacteria,0.0,-0.26,0.261,0.097,0.48113333333333336,45.85583743205224,-1.3646146734084834
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Cyanobacteria*Cyanobacteriia,0.0,-0.112,0.368,0.092,0.42793333333333333,48.98443068293865,-1.3646146734084832
"C(host_disease, Treatment('Healthy'))[T.IBS]",Bacteria*Fusobacteriota*Fusobacteriia,0.0,-2.652,0.262,0.461,0.4357333333333333,48.206916492434296,-1.3646146734084832
